gene	G14-1	G14-2	G14-3	448T-1	448T-2	448T-3	G179-1	G179-2	G179-3	559T-1	559T-2	559T-3
ZMYM6NB	36	62	73	40	50	51	188	209	245	52	49	70
ZMYND10	4	9	4	11	20	21	13	17	38	47	21	17
ZMYND11	354	470	508	913	1128	1137	1597	1747	1767	760	586	502
ZMYND12	0	0	0	2	3	5	1	6	9	0	1	0
ZMYND15	3	7	14	5	4	3	15	23	26	18	8	6
ZMYND19	195	295	303	225	216	222	395	368	345	147	103	128
ZMYND8	262	345	399	1172	1152	1208	1884	2061	1999	948	621	648
ZNF10	52	102	111	131	121	163	233	287	307	141	115	100
ZNF100	107	154	144	201	187	167	380	255	211	184	162	135
ZNF101	44	48	57	53	51	41	103	91	56	34	31	27
ZNF106	584	810	856	695	1146	1214	1856	1892	1897	3724	3270	2877
ZNF107	206	318	271	413	422	462	1096	813	639	499	353	309
ZNF112	47	80	87	120	151	131	154	155	165	137	84	93
ZNF114	9	12	22	14	16	14	37	31	33	30	21	22
ZNF117	122	252	313	670	858	910	1510	1788	2148	801	609	530
ZNF12	239	358	353	320	414	391	1197	1139	1299	545	362	410
ZNF121	121	201	169	165	173	204	243	207	232	85	69	53
ZNF124	23	31	33	67	60	48	82	55	41	61	39	37
ZNF131	147	214	176	179	201	197	423	344	380	264	183	196
ZNF132	52	69	106	146	151	165	139	194	223	141	64	84
ZNF133	97	145	207	202	264	266	331	365	458	193	165	168
ZNF134	119	175	174	189	264	274	341	317	324	283	154	192
ZNF135	1	4	3	6	6	5	286	253	296	136	71	82
ZNF136	57	86	84	124	165	161	314	261	306	165	104	93
ZNF137P	19	13	29	53	72	51	36	47	36	28	19	30
ZNF138	62	105	104	101	118	103	294	261	253	183	124	95
ZNF14	22	46	55	76	94	104	140	163	180	84	40	61
ZNF140	100	150	124	172	209	212	502	490	541	232	169	168
ZNF141	20	21	19	34	47	45	114	123	140	69	55	42
ZNF142	351	378	437	283	346	386	630	605	593	401	278	268
ZNF143	87	161	149	143	131	136	324	331	326	129	103	113
ZNF146	611	885	956	936	886	886	1608	1419	1222	979	672	699
ZNF148	242	400	390	881	939	975	2497	2646	2762	691	502	538
ZNF154	66	98	143	141	206	213	267	310	374	198	133	101
ZNF155	29	33	39	67	79	80	68	97	105	67	48	45
ZNF157	1	1	4	15	15	21	11	19	23	14	8	6
ZNF16	27	31	39	55	62	53	138	176	230	73	42	58
ZNF160	162	271	343	332	443	465	568	714	674	394	263	267
ZNF165	6	13	9	4	4	9	31	24	37	2	4	6
ZNF169	16	18	44	27	48	47	71	71	98	27	19	25
ZNF17	30	51	72	95	123	127	98	109	113	122	68	77
ZNF174	64	109	109	107	114	141	331	317	339	159	105	80
ZNF175	48	83	90	127	159	174	236	238	323	125	94	97
ZNF177	0	0	0	0	0	1	0	0	1	1	3	0
ZNF18	40	71	76	72	96	74	228	258	246	141	88	90
ZNF180	80	134	112	160	164	179	172	162	206	175	105	107
ZNF181	26	41	60	100	148	173	157	194	248	164	123	104
ZNF182	82	113	137	95	166	202	280	263	306	103	72	69
ZNF184	76	100	89	122	126	116	371	346	287	168	132	108
ZNF185	61	93	114	85	74	84	274	382	328	51	25	64
ZNF189	134	231	260	264	360	376	679	641	723	312	181	219
ZNF19	9	6	14	20	49	32	83	73	119	45	23	26
ZNF192P1	10	11	16	12	14	27	10	10	30	10	16	17
ZNF195	179	261	248	158	162	173	438	372	345	357	237	216
ZNF197	212	301	313	396	525	473	923	923	921	484	343	302
ZNF2	49	56	79	67	102	102	159	156	202	117	54	71
ZNF20	1	0	1	1	0	1	2	0	3	0	1	0
ZNF200	62	108	105	89	101	121	288	260	312	109	67	74
ZNF202	88	146	136	126	201	215	343	321	402	161	96	137
ZNF204P	14	16	27	13	18	13	258	264	367	83	69	41
ZNF205	68	78	115	76	115	127	227	237	250	112	105	116
ZNF205-AS1	4	12	12	8	10	12	17	27	28	13	7	10
ZNF207	1026	1522	1651	1052	1064	1130	4089	4244	3814	1380	970	1019
ZNF208	2	3	0	1	0	1	429	425	429	0	1	1
ZNF211	68	100	122	267	329	368	198	251	332	280	229	210
ZNF212	77	136	159	165	183	197	365	351	467	233	181	143
ZNF213	129	173	190	165	198	248	390	442	495	186	159	165
ZNF213-AS1	4	19	23	20	23	32	54	62	114	23	23	14
ZNF214	15	13	13	26	41	42	20	18	18	3	5	7
ZNF215	1	3	5	1	6	3	0	2	1	1	0	0
ZNF217	497	767	972	552	661	738	1758	2102	2038	686	460	646
ZNF219	110	124	156	388	538	596	369	423	428	652	433	418
ZNF22	139	189	227	260	256	303	433	445	448	352	236	243
ZNF221	26	46	57	86	135	120	51	70	89	95	79	49
ZNF222	25	27	34	42	71	66	74	75	69	49	40	39
ZNF223	23	31	50	64	86	101	81	95	113	75	57	69
ZNF224	12	16	19	28	59	56	32	48	74	32	24	34
ZNF225	40	45	48	67	129	118	107	98	142	56	44	51
ZNF226	74	114	158	210	314	306	292	293	323	289	206	196
ZNF227	112	144	172	219	295	318	323	319	313	266	203	183
ZNF229	113	183	188	262	341	359	428	485	571	345	284	226
ZNF23	44	97	87	116	187	175	342	411	407	181	98	100
ZNF230	23	37	37	64	91	91	84	94	107	40	36	35
ZNF232	112	164	146	51	63	65	149	153	135	86	71	59
ZNF233	2	2	9	29	50	52	77	71	67	15	8	8
ZNF234	64	110	137	203	270	268	259	264	302	226	178	192
ZNF235	14	12	26	66	96	88	69	78	92	56	47	43
ZNF236	157	228	323	279	311	339	628	775	876	290	194	216
ZNF239	44	70	50	66	59	57	137	104	90	40	21	27
ZNF24	550	783	863	1429	1856	1770	2976	3560	3899	1929	1302	1121
ZNF248	76	93	169	152	228	219	396	442	502	173	116	93
ZNF25	41	79	78	325	364	408	370	415	494	142	135	124
ZNF250	68	98	106	131	186	199	290	261	389	200	129	116
ZNF251	41	58	89	86	119	147	384	380	530	117	98	90
ZNF252P	116	166	192	190	240	282	865	969	895	352	265	203
ZNF252P-AS1	0	4	3	2	9	10	22	16	17	2	4	7
ZNF253	53	74	68	197	216	208	265	236	244	210	147	139
ZNF254	92	185	169	263	252	288	432	467	434	311	232	189
ZNF256	40	71	58	88	114	118	102	106	106	87	59	31
ZNF257	2	0	0	1	1	2	151	102	72	0	1	0
ZNF26	82	131	123	121	125	147	360	294	301	123	112	91
ZNF260	172	257	318	497	682	603	633	583	588	816	546	487
ZNF263	186	276	246	257	338	394	815	1080	1255	331	242	250
ZNF264	250	382	426	512	713	710	488	533	565	574	386	392
ZNF266	161	250	287	290	286	311	534	522	697	212	153	144
ZNF267	107	172	163	83	88	80	385	313	270	90	65	86
ZNF268	122	223	245	214	261	272	947	889	910	408	311	287
ZNF271	179	231	286	384	440	442	923	891	956	438	292	284
ZNF273	80	92	95	102	117	124	363	275	280	135	88	78
ZNF274	125	190	167	292	339	313	402	419	486	183	111	109
ZNF275	184	324	333	576	707	681	660	678	669	410	286	282
ZNF276	101	130	154	243	330	370	377	394	566	309	206	180
ZNF277	70	116	146	108	156	164	302	321	358	184	137	105
ZNF28	105	179	157	183	198	210	287	255	269	233	128	124
ZNF280A	0	0	0	0	0	0	0	0	0	0	0	0
ZNF280B	30	42	36	57	61	47	125	125	95	71	40	55
ZNF280C	79	131	146	149	157	143	333	305	325	158	92	96
ZNF280D	65	113	143	197	224	245	389	377	442	224	128	130
ZNF281	212	311	349	264	300	324	713	645	700	327	226	257
ZNF282	306	425	441	337	326	388	690	640	801	453	302	343
ZNF283	38	55	54	55	59	84	90	97	97	60	51	48
ZNF284	13	33	46	60	99	81	84	83	133	53	31	40
ZNF285	11	19	55	51	85	101	44	60	57	88	53	44
ZNF286A	171	308	297	78	88	118	435	400	357	242	148	141
ZNF286B	28	38	38	16	41	37	23	47	32	79	55	52
ZNF287	71	102	124	80	113	109	265	280	323	210	131	135
ZNF292	350	548	569	474	575	587	2245	2434	2751	1088	753	696
ZNF295-AS1	0	1	1	8	3	9	0	7	7	1	1	3
ZNF296	1	3	3	19	30	43	11	7	20	29	17	14
ZNF3	250	427	419	380	562	565	979	964	1058	624	414	428
ZNF30	29	31	35	67	67	80	62	67	74	71	61	40
ZNF300	150	216	215	249	260	273	696	605	510	380	272	226
ZNF300P1	0	0	0	1	0	0	79	65	85	7	9	3
ZNF302	145	169	247	303	400	402	529	557	649	470	300	269
ZNF304	56	117	120	194	271	224	235	272	321	237	175	158
ZNF311	4	6	6	30	33	31	5	4	4	10	6	6
ZNF316	541	752	895	668	729	858	1193	1328	1660	1250	838	801
ZNF317	230	407	398	486	557	557	897	894	1037	425	337	313
ZNF318	358	443	496	479	475	519	1480	1481	1449	698	495	466
ZNF319	96	121	174	131	156	173	347	366	421	182	141	148
ZNF32	36	60	59	179	213	215	280	282	338	153	96	79
ZNF320	180	292	305	348	401	375	533	574	539	510	365	308
ZNF321P	2	1	3	2	0	0	2	0	1	1	1	0
ZNF322	222	269	363	223	298	310	1062	1072	1205	495	334	344
ZNF324	63	95	74	114	177	156	131	150	187	129	112	83
ZNF324B	41	51	80	57	72	60	62	71	62	52	46	44
ZNF326	308	488	433	396	370	405	1063	959	919	533	391	357
ZNF329	21	34	58	60	142	126	349	315	386	234	169	187
ZNF32-AS1	1	0	1	1	6	8	5	6	8	2	2	3
ZNF32-AS2	4	7	8	24	32	55	28	38	50	7	8	5
ZNF32-AS3	0	0	0	1	0	0	0	1	0	0	0	0
ZNF330	241	345	376	128	153	126	664	659	597	224	136	148
ZNF331	151	205	229	354	334	297	478	308	241	296	194	168
ZNF333	38	59	82	237	361	362	284	315	466	299	214	141
ZNF334	13	40	47	134	162	167	357	415	448	331	237	167
ZNF335	193	315	353	356	343	398	573	682	754	360	221	284
ZNF337	240	412	501	334	501	473	561	668	876	438	287	284
ZNF33A	130	194	228	208	260	291	512	452	493	192	139	109
ZNF33B	67	102	120	70	73	95	263	248	261	139	86	105
ZNF33BP1	0	0	0	0	0	2	0	2	0	1	0	0
ZNF34	36	50	40	49	62	97	194	191	241	103	66	55
ZNF341	27	43	46	59	61	68	72	86	105	62	32	36
ZNF343	96	113	170	194	292	324	371	376	412	157	104	126
ZNF345	23	22	40	56	72	69	73	76	94	75	62	32
ZNF346	182	230	249	196	213	208	322	330	383	300	188	167
ZNF347	222	368	424	190	238	211	308	296	314	250	157	156
ZNF35	89	112	174	131	141	146	215	158	220	133	80	73
ZNF350	35	37	61	84	135	128	128	155	196	68	60	43
ZNF354A	48	72	86	64	92	84	305	230	247	134	126	97
ZNF354B	38	48	59	63	73	77	131	129	165	108	66	56
ZNF354C	58	98	82	126	139	134	293	351	312	172	123	120
ZNF358	353	560	630	727	875	931	1269	1072	1161	672	477	512
ZNF362	99	163	209	367	455	480	610	702	702	728	500	433
ZNF365	231	340	355	104	102	119	467	373	349	32	28	29
ZNF366	0	1	0	0	0	0	2	1	0	1	0	0
ZNF367	200	299	241	302	155	172	693	501	299	148	89	90
ZNF37A	199	293	295	479	614	601	802	763	839	270	187	178
ZNF37BP	164	234	304	565	712	707	518	568	733	510	386	330
ZNF382	50	42	68	75	118	115	98	102	98	93	48	50
ZNF383	26	28	34	46	85	70	65	59	69	62	40	34
ZNF384	252	335	403	433	578	608	1312	1659	1720	615	481	424
ZNF385A	112	153	213	111	116	119	335	334	361	211	144	172
ZNF385B	1	1	0	0	0	0	0	1	0	0	0	1
ZNF385C	1	3	2	3	4	4	4	13	23	6	4	2
ZNF385D	0	0	0	1	0	4	727	798	890	12	14	18
ZNF391	14	18	20	1	0	0	99	143	153	48	31	35
ZNF394	96	143	132	119	143	149	274	300	317	154	120	112
ZNF395	387	572	614	276	315	387	2340	2663	2950	474	311	340
ZNF396	12	8	25	21	40	27	70	84	90	30	17	13
ZNF397	49	94	126	259	410	325	414	421	532	325	206	204
ZNF398	181	247	264	311	382	368	464	454	454	310	217	236
ZNF404	18	32	35	50	103	119	35	65	88	107	72	51
ZNF407	122	187	204	198	208	208	432	390	371	212	133	158
ZNF408	59	83	95	53	94	89	179	170	231	128	100	96
ZNF41	66	121	141	180	189	202	304	296	319	137	95	85
ZNF410	271	449	450	276	302	306	1081	999	1029	469	312	311
ZNF414	46	71	84	116	103	136	147	164	204	147	81	91
ZNF415	83	102	156	113	171	181	196	211	232	185	95	117
ZNF416	40	61	65	78	98	123	80	97	134	79	54	52
ZNF417	61	124	125	207	216	221	203	208	248	191	126	114
ZNF418	25	62	55	107	149	108	116	116	118	111	72	73
ZNF419	47	96	109	131	206	186	159	169	188	105	102	92
ZNF420	53	63	79	104	117	111	147	160	175	115	84	76
ZNF423	69	108	183	8	19	34	10	24	19	940	753	741
ZNF425	17	30	24	73	105	106	123	144	198	108	73	82
ZNF426	81	124	126	144	199	180	284	347	309	165	119	130
ZNF428	160	217	241	708	956	995	382	493	542	574	451	384
ZNF429	23	40	49	109	123	127	226	237	248	113	85	85
ZNF43	167	293	217	451	356	396	692	530	461	465	300	302
ZNF430	87	138	115	152	140	153	338	244	274	119	98	92
ZNF431	81	147	152	181	241	232	283	216	228	209	126	100
ZNF432	46	73	71	187	258	261	118	137	175	159	118	114
ZNF433	22	41	55	52	54	60	118	112	100	65	40	40
ZNF436	172	213	370	1943	3512	3869	2514	3819	4677	2201	1329	1100
ZNF438	17	28	36	89	149	143	149	172	219	45	36	30
ZNF439	74	153	161	244	334	308	345	327	376	207	196	158
ZNF44	61	80	134	67	88	85	215	188	223	68	52	55
ZNF440	95	139	173	189	246	220	270	254	243	262	164	153
ZNF441	56	80	103	96	151	129	236	186	209	163	96	104
ZNF442	8	8	7	15	33	17	49	42	35	20	17	11
ZNF443	26	33	30	31	51	45	69	70	66	26	23	11
ZNF444	174	206	276	362	415	404	273	335	396	407	263	266
ZNF445	532	795	873	876	1075	1113	1570	1490	1616	1021	739	696
ZNF446	67	108	99	130	114	182	157	152	205	151	135	116
ZNF449	40	76	82	100	135	138	368	302	302	149	126	113
ZNF45	160	201	195	253	281	274	345	354	344	253	165	180
ZNF451	400	556	567	475	517	527	1603	1754	1946	607	443	413
ZNF454	1	1	0	59	76	65	78	84	93	66	53	49
ZNF460	49	84	72	142	139	162	54	53	72	145	76	59
ZNF461	40	57	63	85	140	130	95	100	137	104	72	68
ZNF462	356	497	509	592	721	672	1493	1849	1969	902	546	631
ZNF467	0	1	5	29	45	55	21	48	66	11	7	8
ZNF468	135	201	167	182	138	185	293	231	195	144	115	109
ZNF469	283	531	880	11	28	37	265	228	166	4	5	14
ZNF470	106	138	166	303	392	411	317	384	402	322	248	211
ZNF471	71	138	176	292	565	552	327	391	526	328	221	167
ZNF473	116	145	130	237	262	222	239	220	205	208	132	144
ZNF474	1	2	1	5	30	26	3	1	5	6	9	5
ZNF479	0	0	0	0	0	0	0	1	1	0	0	0
ZNF48	135	187	246	227	206	264	518	467	526	310	216	188
ZNF480	165	240	241	165	172	174	356	302	282	273	177	145
ZNF483	39	52	70	57	51	56	110	96	132	66	37	34
ZNF484	50	88	94	146	193	179	216	208	239	134	82	72
ZNF485	18	18	31	25	23	19	40	27	23	10	7	12
ZNF486	69	107	100	171	164	141	346	271	219	142	96	109
ZNF487	3	3	3	11	44	37	25	29	38	22	11	10
ZNF488	72	92	78	7	6	8	12	6	7	2	1	0
ZNF490	66	92	136	156	247	240	239	287	331	174	156	151
ZNF491	30	48	50	63	96	80	76	74	88	71	58	37
ZNF492	12	15	30	18	25	28	122	82	64	24	26	16
ZNF493	51	60	96	167	282	270	309	305	363	192	169	128
ZNF496	134	159	163	313	327	329	326	334	352	353	225	274
ZNF497	16	37	40	91	145	146	90	96	136	93	64	66
ZNF500	78	126	130	116	155	164	263	292	427	156	127	129
ZNF501	4	14	6	51	71	60	304	260	322	125	92	58
ZNF502	46	78	46	106	174	147	278	297	368	115	72	61
ZNF503	84	121	115	313	280	304	297	459	784	254	217	300
ZNF503-AS1	0	3	0	2	2	2	3	1	2	9	1	2
ZNF503-AS2	5	16	17	60	43	42	83	93	210	30	22	23
ZNF506	78	120	154	235	239	258	428	418	403	270	169	136
ZNF507	243	370	364	417	482	526	781	772	868	363	236	254
ZNF510	160	237	285	342	439	437	565	586	631	352	276	220
ZNF511	77	99	95	142	103	132	236	216	187	52	59	63
ZNF512	305	554	586	576	681	748	1445	1542	1843	642	472	465
ZNF512B	474	712	757	588	580	759	1468	1698	2012	1004	681	755
ZNF513	92	158	213	217	237	288	395	463	517	338	228	245
ZNF514	73	143	140	96	161	191	556	555	684	226	151	159
ZNF516	231	368	551	510	655	631	710	776	944	683	445	464
ZNF517	19	29	46	32	47	57	105	135	238	96	71	56
ZNF518A	83	158	178	421	709	713	674	722	894	338	247	203
ZNF518B	254	399	483	301	371	334	849	737	760	368	279	289
ZNF519	45	66	63	126	112	98	184	155	147	118	55	43
ZNF521	1	2	2	23	21	31	186	217	208	848	729	559
ZNF524	40	51	53	105	155	150	52	68	67	54	42	37
ZNF525	103	131	147	70	100	97	297	244	207	64	39	44
ZNF526	94	144	147	122	153	156	146	118	158	83	65	102
ZNF527	46	74	81	124	159	156	192	160	158	161	105	89
ZNF528	120	179	252	185	249	275	612	649	786	606	400	330
ZNF529	140	232	245	282	328	349	305	278	335	336	237	198
ZNF530	67	98	69	105	77	110	113	81	81	70	45	37
ZNF532	661	978	1167	2130	2786	2925	2752	3237	3458	1753	1194	1079
ZNF534	1	1	2	8	4	10	2	5	6	3	2	3
ZNF536	145	223	374	2	8	4	245	275	312	0	0	1
ZNF540	2	4	6	6	25	15	17	12	33	11	10	9
ZNF541	0	0	0	8	10	6	1	3	3	0	0	0
ZNF542P	93	144	133	302	289	325	471	413	443	326	240	255
ZNF543	55	81	87	128	151	122	89	107	106	94	83	43
ZNF544	51	105	67	159	189	205	407	372	383	193	130	132
ZNF546	18	20	37	73	121	98	100	117	142	88	64	59
ZNF547	17	18	27	32	55	49	45	41	77	48	29	31
ZNF548	89	136	134	235	245	274	242	320	258	318	243	176
ZNF549	74	100	130	198	209	239	199	214	206	176	115	119
ZNF550	68	127	145	186	315	375	240	264	377	108	78	84
ZNF551	69	114	103	129	101	96	153	144	130	130	61	68
ZNF552	27	36	37	33	27	40	73	41	49	24	26	15
ZNF554	33	43	70	72	110	119	175	179	176	122	103	86
ZNF555	37	71	90	158	308	272	248	308	398	200	140	99
ZNF556	0	0	1	3	2	4	0	1	1	0	1	1
ZNF557	78	126	141	191	248	308	381	368	443	188	136	145
ZNF558	151	195	257	272	381	376	679	734	800	438	271	253
ZNF559	78	126	126	151	184	199	446	555	549	292	195	152
ZNF559-ZNF177	0	0	0	0	2	2	4	4	1	3	1	1
ZNF560	0	0	0	23	34	20	60	42	34	0	0	1
ZNF561	204	300	356	405	441	527	629	773	782	410	321	320
ZNF562	255	401	382	450	510	457	813	694	725	409	272	270
ZNF563	14	30	21	19	30	37	75	76	84	22	12	23
ZNF564	30	37	73	61	69	87	150	166	179	57	39	58
ZNF565	11	13	15	63	101	76	41	50	79	42	35	22
ZNF566	71	105	107	210	206	203	192	179	185	198	124	123
ZNF567	47	73	63	80	109	87	136	130	110	102	70	51
ZNF568	66	89	103	101	199	175	180	190	213	162	132	100
ZNF569	54	113	79	126	153	145	200	147	133	155	84	92
ZNF57	34	19	31	30	46	53	65	75	90	36	29	16
ZNF570	35	44	57	60	86	84	92	83	83	73	56	47
ZNF571	13	28	33	53	83	94	56	68	69	66	41	28
ZNF571-AS1	4	5	8	12	15	19	20	26	23	29	27	14
ZNF572	4	1	2	12	34	27	108	80	99	16	9	10
ZNF573	18	32	48	76	90	73	46	45	83	77	52	47
ZNF574	141	182	183	214	253	255	225	178	236	240	151	180
ZNF575	3	7	10	23	33	31	29	26	38	23	13	22
ZNF576	52	72	74	87	97	95	133	107	161	148	92	107
ZNF577	50	66	95	121	171	135	119	158	201	95	66	52
ZNF578	26	37	52	72	105	98	215	213	248	199	153	123
ZNF579	104	144	199	193	270	275	148	152	196	202	152	197
ZNF580	120	187	280	274	320	372	337	369	384	359	230	281
ZNF581	47	65	100	70	91	118	88	89	113	75	51	66
ZNF582	10	24	26	39	43	46	33	39	32	41	35	29
ZNF582-AS1	16	22	30	44	42	38	46	53	68	31	30	26
ZNF583	26	46	54	64	95	99	85	80	85	114	79	70
ZNF584	61	117	91	196	179	168	205	177	181	169	106	93
ZNF585A	58	73	93	190	206	232	263	232	284	122	104	107
ZNF585B	116	174	162	248	352	360	283	334	351	356	241	201
ZNF586	50	85	61	64	73	88	126	103	115	68	44	39
ZNF587	278	415	434	530	657	598	481	511	600	580	373	417
ZNF587B	44	96	59	71	78	48	65	60	42	52	27	43
ZNF589	93	121	202	246	295	294	294	322	467	219	154	154
ZNF592	321	391	458	404	438	490	923	832	953	639	475	457
ZNF593	74	108	128	101	105	91	194	160	150	91	44	60
ZNF594	113	159	161	100	122	115	411	417	435	170	110	132
ZNF595	34	61	72	35	48	52	99	103	85	62	49	44
ZNF596	9	12	16	48	64	74	168	205	218	88	70	52
ZNF597	7	13	12	34	40	40	61	77	90	37	33	23
ZNF598	469	631	624	334	372	426	976	909	893	406	263	316
ZNF599	18	23	39	48	44	74	53	74	87	63	39	48
ZNF600	25	65	69	8	16	17	89	61	59	38	22	20
ZNF605	136	228	294	290	414	436	648	742	854	354	242	207
ZNF606	55	94	141	207	263	287	237	296	360	281	189	214
ZNF607	71	100	129	173	198	178	182	168	174	114	86	71
ZNF608	339	666	709	773	1275	1381	1554	1960	2112	1027	624	494
ZNF609	360	450	601	461	540	642	1299	1402	1461	923	712	688
ZNF610	13	21	22	45	48	73	122	127	133	108	67	64
ZNF611	109	143	169	165	209	221	212	195	203	170	116	95
ZNF613	35	58	55	62	94	95	84	78	86	64	52	51
ZNF614	115	168	197	230	244	282	279	307	314	208	149	130
ZNF615	53	99	109	148	195	186	243	242	209	185	115	108
ZNF616	54	88	85	92	117	135	195	224	267	214	111	123
ZNF618	427	671	689	168	173	176	546	624	647	957	815	835
ZNF619	48	66	93	94	114	154	210	196	222	99	57	42
ZNF620	88	118	113	105	105	119	166	166	174	112	66	57
ZNF621	554	883	1017	1001	1732	2116	2634	2932	3216	1039	704	688
ZNF622	113	174	201	124	144	142	369	392	354	130	85	96
ZNF623	201	261	289	198	308	289	814	774	859	388	270	246
ZNF624	20	38	33	60	73	71	178	157	169	119	83	78
ZNF625	49	40	30	42	43	51	100	71	89	56	36	37
ZNF625-ZNF20	1	0	1	0	0	3	1	6	2	3	3	1
ZNF626	19	27	28	151	190	193	362	331	413	260	175	159
ZNF627	57	114	97	140	220	177	381	336	399	214	128	154
ZNF628	68	73	76	102	94	100	70	102	93	104	60	65
ZNF629	262	388	434	605	775	806	1383	1637	1879	1082	756	820
ZNF630	19	32	43	13	24	37	84	101	98	22	16	24
ZNF630-AS1	1	0	0	1	0	0	0	0	0	0	0	0
ZNF638	570	877	1071	938	1148	1197	2951	3306	3448	1324	972	852
ZNF639	215	337	334	329	343	356	864	876	780	243	176	200
ZNF641	51	110	137	75	119	110	293	282	351	166	106	109
ZNF644	278	440	463	567	696	689	1263	1185	1337	759	459	456
ZNF645	0	0	0	0	0	2	0	0	0	0	0	0
ZNF646	176	262	310	243	275	318	631	750	842	365	277	275
ZNF648	1	1	2	0	1	3	0	0	0	2	1	2
ZNF649	66	116	134	168	236	252	248	230	222	180	147	111
ZNF652	215	334	437	356	433	432	1157	1200	1365	462	347	290
ZNF653	43	75	66	65	94	97	106	118	115	63	69	57
ZNF654	149	214	267	179	215	221	633	685	698	203	116	137
ZNF655	1482	2326	2351	944	1092	1160	3480	3107	2871	1345	995	1038
ZNF658	13	27	36	36	59	55	84	94	79	36	21	12
ZNF660	26	31	33	67	69	60	139	114	97	80	62	51
ZNF662	13	17	16	137	159	180	88	59	68	45	26	34
ZNF663P	1	1	0	4	11	6	5	7	11	8	3	2
ZNF664	1337	1938	2000	1727	2032	2124	5186	4791	4546	2758	1880	1778
ZNF664-FAM101A	0	0	0	1	1	3	2	1	2	2	2	1
ZNF665	39	81	101	67	92	95	122	140	112	131	94	82
ZNF667	82	116	149	168	225	269	208	271	266	196	123	139
ZNF667-AS1	99	154	183	289	359	307	271	321	336	242	160	137
ZNF668	81	134	165	106	116	151	223	228	221	142	128	120
ZNF669	35	69	68	102	134	119	144	131	139	119	79	68
ZNF670	20	38	39	62	61	52	82	80	71	65	39	41
ZNF670-ZNF695	2	3	0	0	3	1	3	1	5	2	1	4
ZNF671	58	67	84	113	174	179	168	157	205	140	60	89
ZNF672	145	171	213	367	354	361	339	372	377	305	182	218
ZNF674	28	61	79	49	81	97	129	123	130	63	36	38
ZNF674-AS1	36	45	57	116	128	134	137	124	128	39	29	36
ZNF675	40	74	71	91	113	106	228	169	156	131	79	80
ZNF676	0	0	0	0	1	1	47	55	55	0	1	0
ZNF677	20	42	38	62	79	83	78	74	75	96	57	48
ZNF678	30	48	43	147	157	137	288	302	261	280	222	163
ZNF679	0	0	0	0	0	1	13	31	14	0	0	0
ZNF680	92	162	157	217	218	211	616	573	570	343	241	191
ZNF681	65	64	72	154	152	132	322	244	182	105	75	61
ZNF682	33	64	54	121	134	129	140	113	100	150	92	82
ZNF683	0	0	0	0	0	0	0	0	2	0	0	0
ZNF684	14	17	23	42	76	84	80	91	103	68	46	26
ZNF687	237	445	525	583	722	824	1021	1076	1334	578	465	394
ZNF688	31	40	68	58	58	80	199	223	310	105	63	56
ZNF689	93	147	147	82	119	127	306	300	374	180	114	128
ZNF69	31	56	51	47	78	61	86	72	107	114	78	72
ZNF691	45	53	73	61	82	79	152	157	213	78	56	51
ZNF692	121	175	226	219	259	297	267	287	432	354	243	256
ZNF695	1	1	0	6	3	7	55	33	24	17	7	9
ZNF696	74	98	118	82	114	95	202	241	304	180	124	100
ZNF697	240	367	392	231	174	154	281	243	252	109	84	112
ZNF699	49	100	84	46	74	71	241	197	167	45	30	42
ZNF7	83	127	108	122	139	156	610	630	730	215	154	108
ZNF70	53	80	69	119	127	144	200	239	255	184	124	127
ZNF700	96	169	167	235	214	182	360	333	262	187	127	131
ZNF701	62	119	92	117	153	166	193	173	151	118	89	77
ZNF702P	21	22	21	2	7	9	48	35	77	10	5	5
ZNF703	68	62	68	151	325	395	548	567	712	346	215	242
ZNF704	82	140	164	964	786	706	295	454	544	1094	708	433
ZNF705A	0	0	0	0	0	0	0	0	0	1	0	0
ZNF705D	0	0	0	0	0	0	2	0	0	0	0	0
ZNF705E	0	0	2	2	1	4	1	1	5	3	2	1
ZNF705G	0	0	0	0	0	0	0	0	0	0	0	0
ZNF706	178	257	312	258	302	351	2078	2054	2255	333	208	199
ZNF707	68	86	99	56	89	107	271	277	389	127	101	107
ZNF708	77	138	116	259	280	279	314	305	295	329	225	174
ZNF709	39	72	71	107	132	126	159	181	162	108	86	73
ZNF71	73	153	149	152	178	214	150	139	165	171	125	133
ZNF710	74	118	124	217	322	355	249	312	371	363	234	222
ZNF711	49	95	97	500	513	529	461	449	525	527	363	259
ZNF713	26	42	66	245	353	361	80	91	116	121	69	99
ZNF714	425	566	507	376	459	437	1059	765	626	375	259	221
ZNF716	8	20	16	19	21	23	22	24	32	28	12	14
ZNF717	10	17	34	96	146	164	262	268	340	79	51	54
ZNF718	49	67	67	102	96	72	251	213	242	157	106	114
ZNF720	26	63	53	41	61	66	153	198	208	82	44	58
ZNF721	198	310	331	256	256	273	722	750	729	367	281	265
ZNF724P	15	19	14	20	10	10	28	37	17	14	5	7
ZNF726	5	5	9	21	11	11	28	23	14	8	10	5
ZNF727P	0	1	0	58	65	60	108	110	112	72	39	38
ZNF728	0	0	0	0	0	0	15	26	17	0	0	0
ZNF729	0	0	0	0	0	0	10	19	9	0	0	0
ZNF730	45	45	48	24	28	14	160	81	78	91	70	39
ZNF732	0	0	1	3	7	7	1	1	5	1	1	1
ZNF733P	0	0	0	0	0	0	2	0	0	0	0	0
