sampleName	SMTS	SMTSD	group	NTRK1_ENST00000358660.3	NTRK1_ENST00000368196.3	NTRK1_ENST00000392302.2	NTRK1_ENST00000489021.2	NTRK1_ENST00000497019.2	NTRK1_ENST00000524377.1	NTRK1_ENST00000530298.1	NTRK1_ENST00000531606.1	NTRK1_ENST00000533630.1	NTRK1_ENST00000534682.1	NTRK2_ENST00000277120.3	NTRK2_ENST00000304053.6	NTRK2_ENST00000323115.4	NTRK2_ENST00000359847.3	NTRK2_ENST00000376208.1	NTRK2_ENST00000376213.1	NTRK2_ENST00000376214.1	NTRK2_ENST00000395866.2	NTRK2_ENST00000395882.1	NTRK3_ENST00000317501.3	NTRK3_ENST00000355254.2	NTRK3_ENST00000357724.2	NTRK3_ENST00000360948.2	NTRK3_ENST00000394480.2	NTRK3_ENST00000537300.2	NTRK3_ENST00000540489.2	NTRK3_ENST00000542733.2	NTRK3_ENST00000557856.1	NTRK3_ENST00000557897.1	NTRK3_ENST00000558306.1	NTRK3_ENST00000558576.1	NTRK3_ENST00000558676.1	NTRK3_ENST00000559067.1	NTRK3_ENST00000559188.1	NTRK3_ENST00000559680.1	NTRK3_ENST00000559764.2	NTRK3_ENST00000560017.1	NTRK3_ENST00000560201.1	NTRK3_ENST00000560739.1
GTEX-X4XX-0011-R8B-SM-46MWM	GTEX-X4XX-0011-R8B-SM-46MWM	Brain	Brain - Hypothalamus	Normal2	0	0.0976107966264223	0	0	0.16349873228288	0	0	0	0	0	0	0.400537929583729	0	5.07681559705083	1.43829285157915	1.94110631094643	0	0.37851162325373	1.70043971814109	3.79701297783614	0	0.37851162325373	0	1.32768736417605	0	0	0.0976107966264223	0	0	1.37295209791183	0	0.356143810225275	0.22650852980868	0	0	0	0	0.773996325111173	0
GTEX-X4XY-0011-R8A-SM-46MVC	GTEX-X4XY-0011-R8A-SM-46MVC	Brain	Brain - Hypothalamus	Normal2	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	4.51916444980607	0.443606651475615	0.250961573533219	0	0	1.71808758396052	1.55581615506164	0	0	0	0.333423733725192	0	0	0	0	0.422233000683048	0.22650852980868	0	0.0285691521967709	0	0	0	0	0	1.0496307677246	0
GTEX-X585-0011-R8A-SM-46MUX	GTEX-X585-0011-R8A-SM-46MUX	Brain	Brain - Hypothalamus	Normal2	0	0.799087306074004	0.31034012061215	0	0	0.910732661902913	0	0.516015147003665	0	0.298658315564515	0	0	0	4.50652577904312	2.13750352374994	2.87381319835909	1.44890095114513	0.31034012061215	0.250961573533219	4.28762004411207	0	0.879705766282288	0	1.89141918684608	0	0	0	0.333423733725192	0.622930350920177	0.75702324650746	0	1.05658352836637	0.765534746362977	0	0	0	0	1.6915341649192	0
GTEX-XMD1-0011-R8A-SM-4AT48	GTEX-XMD1-0011-R8A-SM-4AT48	Brain	Brain - Hypothalamus	Normal2	0	0	0	0	0.31034012061215	0.214124805352847	0.356143810225275	0.422233000683048	0	0.111031312388744	0	0	0	7.4749227003798	2.12101540096137	1.50080205305716	0.887525270741587	0.432959407276106	4.75221336786514	3.77082904603249	0	0.584962500721156	0	1.43295940727611	0	0	0	0.400537929583729	0.27500704749987	0.641546029087524	0.238786859587116	0.0426443374084937	0.367371065648529	0	0	0	0	2.28392177230762	0
GTEX-YFC4-0011-R8a-SM-4SOK3	GTEX-YFC4-0011-R8a-SM-4SOK3	Brain	Brain - Hypothalamus	Normal2	0	0.137503523749935	0	0	0	0.0565835283663675	0.150559676575381	0	0	0	0	0	0	6.12639473762014	1.33342373372519	1.47508488294878	0	0	2.56315813040281	3.51096191927738	0	0	0	1.25096157353322	0	0	0	0	0.53605290024021	0.475084882948783	0.124328135002202	0.545968369105293	0	0	0	0	0	0	0
GTEX-YJ89-0011-R8b-SM-4SOK8	GTEX-YJ89-0011-R8b-SM-4SOK8	Brain	Brain - Hypothalamus	Normal2	0	0	0	0	0.321928094887362	0.321928094887362	0.0426443374084937	0.176322772640463	0	0.263034405833794	0	0.918386234446348	0	5.52293456094346	0.765534746362977	1.15055967657538	0	0.0565835283663675	0.948600847493356	2.5033487351675	0	0	0	0.6959938131099	0	0	0	0.150559676575381	0.286881147788162	0.176322772640463	0.0976107966264223	0.124328135002202	0	0	0	0	0	0	0
GTEX-Z93S-0011-R8a-SM-4RGNL	GTEX-Z93S-0011-R8a-SM-4RGNL	Brain	Brain - Hypothalamus	Normal2	0	0.659924558402378	0	0	0	0.367371065648529	0.150559676575381	0.137503523749935	0	0.31034012061215	0	0	0	4.50969584193339	1.35614381022528	1.46466826700344	0	0.111031312388744	0.344828496997441	3.35895882583233	0	0	0	1.03562390973072	0	0	0	0	0	0.475084882948783	0.20163386116965	0.27500704749987	0.411426245726465	0	0	0	0	1.60407132366886	0
GTEX-ZAB4-0011-R8b-SM-4SOKF	GTEX-ZAB4-0011-R8b-SM-4SOKF	Brain	Brain - Hypothalamus	Normal2	0	0	0	0.356143810225275	1.0071955014042	0.333423733725192	0.356143810225275	0.263034405833794	0	0	0	0	0	6.23725777090037	1.4594316186373	0	0.925999418556223	0.189033824390017	1.67355642399014	3.47638168756724	0	0.333423733725192	0	1.18269229751619	0	0	0	0	0.505890929729957	0.839959587489532	0	0.189033824390017	0.16349873228288	0	0	0	0	1.09761079662642	0
GTEX-ZDXO-0011-R8a-SM-4WWD7	GTEX-ZDXO-0011-R8a-SM-4WWD7	Brain	Brain - Hypothalamus	Normal2	0	0.367371065648529	0	0	0.443606651475615	0.565597175854225	0.263034405833794	1.25701061820602	0	0.20163386116965	0	0.910732661902913	0	7.01346225980656	1.27500704749987	1.26303440583379	0.678071905112638	0	3.4594316186373	3.53356334821451	0	0.31034012061215	0	1.35614381022528	0	0	0	0.27500704749987	0	0.575312330687437	0	0	0.66902676550963	0	0	0	0	0.356143810225275	0
GTEX-ZF28-0011-R8a-SM-4WWFW	GTEX-ZF28-0011-R8a-SM-4WWFW	Brain	Brain - Hypothalamus	Normal2	0	0	0.250961573533219	0	0	0.137503523749935	0	0.27500704749987	0	0	0	0	0	4.99367436175059	0.963474123974886	0.575312330687437	0	0	0.839959587489532	2.22958792274065	0	0	0	0.53605290024021	0	0	0	0	0	0.176322772640463	0.0840642647884745	0.176322772640463	0.31034012061215	0	0	0	0	1.10433665981474	0
GTEX-ZUA1-0011-R8b-SM-51MST	GTEX-ZUA1-0011-R8b-SM-51MST	Brain	Brain - Hypothalamus	Normal2	0	0	0	0	0	0.485426827170242	0.0565835283663675	0.632268215499513	0	0.137503523749935	0	0	0	3.60644222813161	1.22032995487956	1.20163386116965	0.84799690655495	0	0	2.25398926623079	0	0	0	0.66902676550963	0	0	0	0.37851162325373	0	0	0	0	0	0	0	0	0	0.367371065648529	0
GTEX-ZVT3-0011-R8b-SM-57WDJ	GTEX-ZVT3-0011-R8b-SM-57WDJ	Brain	Brain - Hypothalamus	Normal2	0	0.422233000683048	0	0	0.189033824390017	0	0.0840642647884745	0.432959407276106	0	0	0	0	0	6.22496636500027	1.38956681176273	0.53605290024021	0.773996325111173	0.0565835283663675	2.29865831556452	3.18428029441938	0	0.150559676575381	0	1.15055967657538	2.65764000520782	0	0.0426443374084937	0.189033824390017	0	0.432959407276106	0	0	0.411426245726465	0	0	0	0	1.67355642399014	0.137503523749935
GTEX-ZVZQ-0011-R8a-SM-51MR5	GTEX-ZVZQ-0011-R8a-SM-51MR5	Brain	Brain - Hypothalamus	Normal2	0	0.584962500721156	0	0	0.150559676575381	0.31034012061215	0	1.07724299893246	0	0.137503523749935	0	0.0143552929770701	0	5.62234472272424	1.23266075679027	0.495695162624069	0.344828496997441	0.0565835283663675	1.19534759832222	3.18586654531133	0	0.111031312388744	0	0.985500430304885	0	0	0.0285691521967709	0	0.505890929729957	0.124328135002202	0	0.238786859587116	0.0976107966264223	0	0	0	0	2.01435529297707	0
GTEX-ZXG5-0011-R8a-SM-57WD1	GTEX-ZXG5-0011-R8a-SM-57WD1	Brain	Brain - Hypothalamus	Normal2	0	0.070389327891398	0	0	0.070389327891398	0	0.0285691521967709	0.0976107966264223	0	0	0	0.189033824390017	0	4.61882595258744	0.948600847493356	0.713695814843359	0.321928094887362	0.111031312388744	1.60880924267552	2.59931779369823	0	0.20163386116965	0	0.678071905112638	1.42223300068305	0	0	0	0.22650852980868	0.189033824390017	0.0426443374084937	0.20163386116965	0.20163386116965	0	0.0840642647884745	0	0.22650852980868	2.39506279951758	0
GTEX-11GSP-0011-R6b-SM-57WBQ	GTEX-11GSP-0011-R6b-SM-57WBQ	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.526068811667588	0	0	0.176322772640463	0.356143810225275	0.070389327891398	1.37295209791183	0	0.37851162325373	0	0.650764559116902	0	7.38973887867698	1.74416109557041	1.0703893278914	0.66902676550963	0.0426443374084937	4.8569856897822	3.79493566280354	0	0.516015147003665	0	1.33913738491959	0	0	0	0	0.150559676575381	0.400537929583729	0	0.356143810225275	0	0	0	0	0.411426245726465	1.57046293102604	0
GTEX-11NV4-0011-R6a-SM-57WD5	GTEX-11NV4-0011-R6a-SM-57WD5	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.27500704749987	0.16349873228288	0	0	0.505890929729957	0.0565835283663675	0.333423733725192	0	0.189033824390017	0	0.0565835283663675	0	6.52293456094346	1.48542682717024	1.01435529297707	0.831877241191673	0	4.05571626351254	3.76553474636298	0	0.31034012061215	0	1.37295209791183	0	0	0	0	0.176322772640463	0.948600847493356	0	0.53605290024021	0.344828496997441	0	0	0	0	1.9560566524124	0
GTEX-11OF3-0011-R6b-SM-57WBG	GTEX-11OF3-0011-R6b-SM-57WBG	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.124328135002202	0	0	0	0.584962500721156	0.20163386116965	0.678071905112638	0	0	0	0	0	6.36439733732132	1.9297909977186	1.52105073690096	0.963474123974886	0.189033824390017	3.5033487351675	3.87479696589867	0	0.641546029087524	0	1.38404980679516	2.13422093976063	0	0	0	0	0.613531652917927	0.0840642647884745	0.475084882948783	0.871843648509318	0	0	0	0	1.81557542886257	0.111031312388744
GTEX-11WQC-0011-R6a-SM-5BC77	GTEX-11WQC-0011-R6a-SM-5BC77	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0	0	0.344828496997441	0.344828496997441	0.111031312388744	0.584962500721156	0	0.137503523749935	0	0.66902676550963	0	6.26303440583379	1.11769504266975	0.948600847493356	0	0.0840642647884745	2.49825086752783	3.13750352374994	0	0.176322772640463	0	0.978195629681652	0	0	0	0	0	0	0.16349873228288	0.124328135002202	0	0	0	0	0	2.26903314645524	0.0976107966264223
GTEX-12584-0011-R6a-SM-5NQ7C	GTEX-12584-0011-R6a-SM-5NQ7C	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0	0	0.0565835283663675	0.150559676575381	0	0.443606651475615	0	0	0	0	0	5.53262865751717	1.30451104180995	0.263034405833794	0	0.0285691521967709	0.918386234446348	2.91073266190291	0	0	0	0.659924558402378	0	0	0	0	0	0.485426827170242	0	0.16349873228288	0	0	0	0	0	2.92219784839637	0
GTEX-12WSC-0011-R6b-SM-5LU99	GTEX-12WSC-0011-R6b-SM-5LU99	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0	0	0.66902676550963	0.6959938131099	0.0565835283663675	0.790772037862	0	0	0	0.831877241191673	0	5.92528738677033	1.40599235967584	1.20163386116965	0.739848102699327	0	2.24184018356467	4.09508049190141	0	0.704871964456353	0	1.50080205305716	3.83086375675176	0	0	0	0	0.704871964456353	0	0.422233000683048	0	0	0	0	0	0.344828496997441	0.16349873228288
GTEX-12WSD-0011-R6b-SM-5P9JU	GTEX-12WSD-0011-R6b-SM-5P9JU	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.137503523749935	0	0	0	0	0.0840642647884745	0.0565835283663675	0	0.16349873228288	0	0.137503523749935	0	5.51759065774328	1.49569516262407	1.91456452349394	0.55581615506164	0.31034012061215	2.74846123300404	3.77820857639809	0	0.20163386116965	0	1.59931779369823	2.72465027173297	0	0	0	0.298658315564515	0.871843648509318	0.0840642647884745	0.650764559116902	0.333423733725192	0	0	0	0	1.34482849699744	0
GTEX-12WSE-0011-R6b-SM-5LZV5	GTEX-12WSE-0011-R6b-SM-5LZV5	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0	0	0.389566811762726	0.298658315564515	0.124328135002202	0.678071905112638	0	0.189033824390017	0	0	0	5.71259578044703	1.11769504266975	0.613531652917927	0	0	1.43829285157915	3.69488019279919	0	0.22650852980868	0	1.14404636961671	0	0	0.0285691521967709	0	0	1.11103131238874	0	0	0.37851162325373	0	0	0	0	1.65992455840238	0
GTEX-12WSF-0011-R6b-SM-5HL8W	GTEX-12WSF-0011-R6b-SM-5HL8W	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.20163386116965	0	0	0.31034012061215	0.238786859587116	0.150559676575381	0.238786859587116	0	0.250961573533219	0	0	0	5.41852730210161	1.23266075679027	0.27500704749987	0.411426245726465	0	0.622930350920177	3.63110428236588	0	0.321928094887362	0	1.39506279951758	0	0	0	0	0	0.748461233004036	0.0976107966264223	0.333423733725192	0.286881147788162	0	0	0	0	2.14404636961671	0.111031312388744
GTEX-12WSH-0011-R6b-SM-5P9F4	GTEX-12WSH-0011-R6b-SM-5P9F4	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.31034012061215	0	0	0	0.464668267003444	0.0426443374084937	0.37851162325373	0	0	0	0	0	5.99593670350459	1.66902676550963	0.604071323668861	0	0	0.948600847493356	3.854993016757	0	0.443606651475615	0	1.66448284036468	0	0	0	0.189033824390017	0	0.286881147788162	0.137503523749935	0	0.0976107966264223	0	0	0	0	3	0.070389327891398
GTEX-12WSM-0011-R6b-SM-5EQ6N	GTEX-12WSM-0011-R6b-SM-5EQ6N	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.250961573533219	0	0.0976107966264223	0.286881147788162	0.367371065648529	0.124328135002202	0.839959587489532	0	0.286881147788162	0	0.367371065648529	0	6.14363830992204	1.27500704749987	0	0.389566811762726	0.0565835283663675	1.04264433740849	3.67919857056692	0	0.22650852980868	0	1.24488705912353	0	0	0	0	0.286881147788162	0.454175893185802	0	0.214124805352847	0	0	0	0	0	1.97452931248388	0.0840642647884745
GTEX-12ZZW-0011-R6a-SM-5DUVZ	GTEX-12ZZW-0011-R6a-SM-5DUVZ	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0	0	0.0285691521967709	0.0976107966264223	0.0426443374084937	0.31034012061215	0	0	0	0.84799690655495	0	6.12845838414693	1.4276061727819	0.545968369105293	0	0	1.47508488294878	3.12763327972587	0	0.16349873228288	0	0.871843648509318	0	0	0	0.137503523749935	0.20163386116965	0.367371065648529	0	0	0	0	0	0	0	2.65992455840238	0
GTEX-12ZZX-0011-R6a-SM-5HL8L	GTEX-12ZZX-0011-R6a-SM-5HL8L	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0.344828496997441	0	0.895302621333307	0.189033824390017	0.0976107966264223	1.15704371014558	0	0	0	0.978195629681652	0	6.44045394382303	1.52606881166759	1.09761079662642	0	0	2.27798474729977	4.31034012061215	0	0.495695162624069	0	1.74846123300404	0	0	0.0426443374084937	0	0	0.7311832415722	0	0.070389327891398	0.622930350920177	0	0	0	0	2.66902676550963	0
GTEX-12ZZY-0011-R6b-SM-5EGLA	GTEX-12ZZY-0011-R6b-SM-5EGLA	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0.150559676575381	0.0285691521967709	0	0	0.150559676575381	0.55581615506164	0.111031312388744	0.464668267003444	0	0.124328135002202	0	1.23266075679027	0	6.94719858426206	2.13750352374994	2.37016428054021	1.03562390973072	0.495695162624069	5.01346225980656	4.32840565895857	0	0.782408564927373	0	1.7311832415722	0	0	0	0	0.20163386116965	0.948600847493356	0	0.925999418556223	1.25701061820602	0	0	0	0	2.50842865253186	0.22650852980868
GTEX-12ZZZ-0011-R6b-SM-5EQ5B	GTEX-12ZZZ-0011-R6b-SM-5EQ5B	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0	0	0.31034012061215	0.286881147788162	0.367371065648529	0.53605290024021	0	0.22650852980868	0	0.367371065648529	0	6.06112813511825	1.39506279951758	1.4594316186373	0	0.0976107966264223	2.94673086014031	3.68929916053589	0	0.422233000683048	0	1.4905701304462	2.03562390973072	0	0.0426443374084937	0.20163386116965	0.176322772640463	0.545968369105293	0	0.37851162325373	0.263034405833794	0	0	0	0	2.11103131238874	0
GTEX-13112-0011-R6b-SM-5DUVK	GTEX-13112-0011-R6b-SM-5DUVK	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.495695162624069	0	0	0	0.495695162624069	0.137503523749935	0.070389327891398	0.124328135002202	0	0	1.06350294230616	0	6.27071580787426	1.28095631383106	1.51096191927738	0	0.250961573533219	3.98002530023873	3.8011586560937	0	0.333423733725192	0	1.4541758931858	0	0	0	0.150559676575381	0.367371065648529	0	0.0976107966264223	0.632268215499513	0.31034012061215	0	0	0	0.495695162624069	2.42492208821069	0
GTEX-1313W-0011-R6a-SM-5K7XO	GTEX-1313W-0011-R6a-SM-5K7XO	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.238786859587116	0	0	0.31034012061215	0.855989697308481	0.070389327891398	0.565597175854225	0	0	0	0.344828496997441	0	5.92552476974757	1.93734439215023	2.28688114778816	1.15055967657538	0.0840642647884745	2.51853513898218	4.4235781709818	0	0.526068811667588	0	1.86789646399265	0	0	0	0	0.454175893185802	1.75702324650746	0	0.918386234446348	0.263034405833794	0	0	0	0.632268215499513	1.32768736417605	0
GTEX-131XH-0011-R6a-SM-5KM2G	GTEX-131XH-0011-R6a-SM-5KM2G	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.485426827170242	0	0	0	1.51096191927738	0.321928094887362	1.32768736417605	0	0.823749360308273	0	1.55090066464752	0	7.39145842004967	2.0071955014042	2.03913839390696	2.26903314645524	0.516015147003665	5.13791332208841	4.68481873755322	0	1.15704371014558	0	1.90689059560852	3.00180224263399	0	0.070389327891398	0.214124805352847	0.485426827170242	1.0703893278914	0	0.823749360308273	0.604071323668861	0	0	0	0	0	0
GTEX-131XW-0011-R6b-SM-5K7XY	GTEX-131XW-0011-R6b-SM-5K7XY	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0	0	0	0.111031312388744	0	0.0976107966264223	0	0.0976107966264223	0	0	0	6.21003812347289	1.29865831556452	0.333423733725192	0.565597175854225	0.0426443374084937	2.10097764772482	2.55336050333533	0	0.0840642647884745	0	0.565597175854225	0	0	0	0.16349873228288	0	0.367371065648529	0.124328135002202	0	0.263034405833794	0	0	0	0	1.83995958748953	0
GTEX-1399T-0011-R6b-SM-5K7YL	GTEX-1399T-0011-R6b-SM-5K7YL	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.6959938131099	0	0	0	1.13750352374994	0.298658315564515	1.25701061820602	0	0.678071905112638	0	0.739848102699327	0	6.00315244866692	0.970853654340484	1.0496307677246	0	0.0976107966264223	1.73552217729654	4.04526821513853	0	0.650764559116902	0	1.52105073690096	0	0	0	0	0	0.7311832415722	0	0	0.31034012061215	0	0	0	0	2.61588707391606	0
GTEX-139TS-0011-R6a-SM-5J2OB	GTEX-139TS-0011-R6a-SM-5J2OB	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0.111031312388744	0.0426443374084937	0.0426443374084937	0	0.0565835283663675	0.137503523749935	0	0	0	0.632268215499513	0	5.6284819943839	0.765534746362977	0	0.250961573533219	0	0.565597175854225	2.53356334821451	0	0.0840642647884745	0	0.66902676550963	0	0	0	0	0.400537929583729	0.516015147003665	0	0.0285691521967709	0	0	0	0	0	1.80322703643493	0
GTEX-139TT-0011-R6b-SM-5J2ON	GTEX-139TT-0011-R6b-SM-5J2ON	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.0565835283663675	0	0	0.298658315564515	0.739848102699327	0.137503523749935	0	0	0	0	0	0	7.77280941016073	2.42223300068305	2.0703893278914	1.52105073690096	0.16349873228288	4.94532677726463	4.10013667128545	0	0.933572638261024	0	1.51096191927738	0	0	0	0.286881147788162	0.16349873228288	1.21412480535285	0	0.250961573533219	0.622930350920177	0	0	0	0	0.575312330687437	0
GTEX-13FHO-0011-R6b-SM-5LZX1	GTEX-13FHO-0011-R6b-SM-5LZX1	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.124328135002202	0.286881147788162	0	0.0565835283663675	0.505890929729957	0	0.659924558402378	0	0.250961573533219	0	0	0	3.78868571061353	1.07724299893246	0.367371065648529	0	0	0	3.5981269599196	0	0.20163386116965	0	1.28688114778816	0	0	0	0.27500704749987	0	1.03562390973072	0	0	0.475084882948783	0	0	0	0	2.74416109557041	0
GTEX-13FHP-0011-R6b-SM-5LZY6	GTEX-13FHP-0011-R6b-SM-5LZY6	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0	0	0.0976107966264223	0.238786859587116	0.189033824390017	0.454175893185802	0	0.176322772640463	0	0	0	5.04176864995163	0.823749360308273	0.0840642647884745	0.137503523749935	0	0.773996325111173	3.20945336562895	0	0	0	0.739848102699327	0	0	0	0.0565835283663675	0.411426245726465	0.22650852980868	0	0	0	0	0	0	0	2.45154083301783	0
GTEX-13FLV-0011-R6a-SM-5KLZ4	GTEX-13FLV-0011-R6a-SM-5KLZ4	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.443606651475615	0	0	0.16349873228288	0.16349873228288	0.214124805352847	0	0.0976107966264223	0	0	0.66902676550963	0	6.73199778664374	1.71808758396052	0	0.887525270741587	0.0426443374084937	2.01077983875324	4.30158764660319	0	0.594548549550354	0	1.70929063572336	0	0	0	0	0.400537929583729	0	0.0976107966264223	0.214124805352847	0.16349873228288	0	0	0	0.584962500721156	2.50589092972996	0
GTEX-13FLW-0011-R6b-SM-5L3EN	GTEX-13FLW-0011-R6b-SM-5L3EN	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0	0	0.137503523749935	0.855989697308481	0.20163386116965	0.678071905112638	0	0.411426245726465	0	1.95977015521147	0	6.95419631038687	1.31614574229336	2.31903981556254	0.124328135002202	0	3.45811948117451	4.41074812818595	0	0.687060688339892	0	1.58496250072116	0	0	0	0.176322772640463	0	1.53605290024021	0	0.432959407276106	0.189033824390017	0	0	0	0	1.11769504266975	0
GTEX-13FXS-0011-R6b-SM-5L3F7	GTEX-13FXS-0011-R6b-SM-5L3F7	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	2.16671544496642	0	0	2.31903981556254	2.56071495447448	0.495695162624069	3.73876783680019	0	0.895302621333307	0	0.55581615506164	0	6.51001246544851	1.44360665147561	1.51601514700366	0	0	3.68144926531496	3.86789646399265	0	0.22650852980868	0	1.44890095114513	2.70929063572336	0	0	0.485426827170242	0.214124805352847	0.443606651475615	0	0.53605290024021	0.505890929729957	0	0	0	0.622930350920177	1.41142624572647	0
GTEX-13G51-0011-R6b-SM-5LZX4	GTEX-13G51-0011-R6b-SM-5LZX4	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	2.38681094647222	0	0	0.55581615506164	1.74416109557041	1.11103131238874	2.81966818349646	0	1.24488705912353	0	0.863938450423971	0	7.08427691053149	1.55581615506164	1.6507645591169	0	0.070389327891398	3.06522762277562	3.87282875953489	0	0.238786859587116	0	1.21412480535285	0	0	0	0.0143552929770701	0.298658315564515	0.565597175854225	0	0.27500704749987	0.20163386116965	0	0	0	0	0.443606651475615	0
GTEX-13IVO-0011-R6b-SM-5K7X9	GTEX-13IVO-0011-R6b-SM-5K7X9	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0	0	0	0.0565835283663675	0.0143552929770701	0	0	0	0	0.344828496997441	0	4.24031432933371	0.464668267003444	0	0.070389327891398	0	0.66902676550963	2.67129337248158	0	0.20163386116965	0	0.485426827170242	0	0	0	0	0.137503523749935	0	0	0	0.0840642647884745	0	0	0	0	3.08576455377831	0
GTEX-13JUV-0011-R6b-SM-5LZYG	GTEX-13JUV-0011-R6b-SM-5LZYG	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.0285691521967709	0	0.16349873228288	0.622930350920177	0.22650852980868	0.20163386116965	0.0565835283663675	0.333423733725192	0	0	0	0	6.41937034252815	1.61823865559545	0.6959938131099	0.31034012061215	0	3.39780296186249	4.25323293853803	0	0	0	1.4905701304462	0	0	0	0	0	0	0	0.765534746362977	0.176322772640463	0	0	0	0	1.75274859140713	0
GTEX-13JVG-0011-R6a-SM-5MR3E	GTEX-13JVG-0011-R6a-SM-5MR3E	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0.411426245726465	0	0.214124805352847	0.575312330687437	0.070389327891398	1.68257329734758	0	0.070389327891398	0	0	0	7.07788386443832	2.10097764772482	0.286881147788162	0.505890929729957	0	2.38128337250378	3.88557436437143	0	0.137503523749935	0	1.22032995487956	0	0	0	0	1.07724299893246	0.887525270741587	0	0.400537929583729	0.263034405833794	0	0	0	0	2.77188557851537	0.111031312388744
GTEX-13N1W-0011-R6a-SM-5MR43	GTEX-13N1W-0011-R6a-SM-5MR43	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.66902676550963	0.475084882948783	0	0.454175893185802	0.432959407276106	0.0976107966264223	0.956056652412403	0	0.22650852980868	0	0	0	6.70182625841205	1.74846123300404	0.823749360308273	1.18269229751619	0	4.00270252037982	3.93262815702213	0	0.37851162325373	0	1.33342373372519	0	0	0	0	0	1.31034012061215	0.22650852980868	0.53605290024021	0.443606651475615	0	0	0	0	1.48542682717024	0.150559676575381
GTEX-13N2G-0011-R6b-SM-5MR3P	GTEX-13N2G-0011-R6b-SM-5MR3P	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0.37851162325373	0	0	0	0.150559676575381	0.176322772640463	0.516015147003665	0	0.176322772640463	0	0	0	6.01323891511367	1.15704371014558	0	0.956056652412403	0.070389327891398	2.82578562746479	4.45811948117451	0	0.189033824390017	0	1.50080205305716	0	0	0	0	0	0	0.286881147788162	1.01435529297707	0.594548549550354	0	0	0	0	1.63691458035588	0
GTEX-13NYB-0011-R6b-SM-5MR51	GTEX-13NYB-0011-R6b-SM-5MR51	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0.6959938131099	0.238786859587116	0	0.214124805352847	0.485426827170242	0.815575428862573	0	0.150559676575381	0	1.65992455840238	0	7.02569327368077	1.92599941855622	1.95977015521147	0.678071905112638	0.0840642647884745	5.20241772157518	4.16591193893569	0	0.807354922057604	0	1.59454854955035	3.6564963705535	0	0.0426443374084937	0	0.20163386116965	0.6959938131099	0	0.37851162325373	0.807354922057604	0	0	0	0	0.367371065648529	0
GTEX-13NYS-0011-R6b-SM-5MR3R	GTEX-13NYS-0011-R6b-SM-5MR3R	Brain	Brain - Nucleus accumbens (basal ganglia)	Normal2	0	0	0.0285691521967709	0	0.485426827170242	0.53605290024021	0.0840642647884745	0.298658315564515	0	0.124328135002202	0	1.15055967657538	0	6.6562103201826	1.22032995487956	1.34482849699744	0	0.124328135002202	3.73552217729654	5.01703108052784	0	0.887525270741587	0	2.4905701304462	3.22342254993494	0	0	0	0	0.722466024471091	0.214124805352847	1.01435529297707	1.30451104180995	0	0	0.333423733725192	0	0.782408564927373	0
