sampleName	SMTS	SMTSD	group	NTRK1_ENST00000358660.3	NTRK1_ENST00000368196.3	NTRK1_ENST00000392302.2	NTRK1_ENST00000489021.2	NTRK1_ENST00000497019.2	NTRK1_ENST00000524377.1	NTRK1_ENST00000530298.1	NTRK1_ENST00000531606.1	NTRK1_ENST00000533630.1	NTRK1_ENST00000534682.1	NTRK2_ENST00000277120.3	NTRK2_ENST00000304053.6	NTRK2_ENST00000323115.4	NTRK2_ENST00000359847.3	NTRK2_ENST00000376208.1	NTRK2_ENST00000376213.1	NTRK2_ENST00000376214.1	NTRK2_ENST00000395866.2	NTRK2_ENST00000395882.1	NTRK3_ENST00000317501.3	NTRK3_ENST00000355254.2	NTRK3_ENST00000357724.2	NTRK3_ENST00000360948.2	NTRK3_ENST00000394480.2	NTRK3_ENST00000537300.2	NTRK3_ENST00000540489.2	NTRK3_ENST00000542733.2	NTRK3_ENST00000557856.1	NTRK3_ENST00000557897.1	NTRK3_ENST00000558306.1	NTRK3_ENST00000558576.1	NTRK3_ENST00000558676.1	NTRK3_ENST00000559067.1	NTRK3_ENST00000559188.1	NTRK3_ENST00000559680.1	NTRK3_ENST00000559764.2	NTRK3_ENST00000560017.1	NTRK3_ENST00000560201.1	NTRK3_ENST00000560739.1
GTEX-ZF28-0011-R5a-SM-4WWCZ	GTEX-ZF28-0011-R5a-SM-4WWCZ	Brain	Brain - Caudate (basal ganglia)	Normal2	0	0.545968369105293	0	0	0	0.0976107966264223	0	0.298658315564515	0	0	0	0.485426827170242	0	6.20613525340459	1.05658352836637	0.464668267003444	0.137503523749935	0.0426443374084937	2.4276061727819	3.93922657772821	0	0.238786859587116	0	1.33913738491959	0	0	0	0.0143552929770701	0.214124805352847	0.367371065648529	0.0840642647884745	0.31034012061215	0.137503523749935	0	0	0	0	1.67807190511264	0
GTEX-ZUA1-0011-R5b-SM-51MTG	GTEX-ZUA1-0011-R5b-SM-51MTG	Brain	Brain - Caudate (basal ganglia)	Normal2	0	0	0	0	0.443606651475615	0.505890929729957	0	0.286881147788162	0	0.0840642647884745	0	1.66448284036468	0	6.49729300866279	0.0143552929770701	1.30451104180995	0	0.176322772640463	2.50080205305716	4.10433665981474	0	0.367371065648529	0	1.59931779369823	0	0	0	0	0	1.05658352836637	0	0.485426827170242	0.495695162624069	0	0	0	0	2.27798474729977	0.124328135002202
GTEX-ZV68-0011-R5a-SM-4YCDW	GTEX-ZV68-0011-R5a-SM-4YCDW	Brain	Brain - Caudate (basal ganglia)	Normal2	0	0	0	0	0.16349873228288	0	0.070389327891398	0.344828496997441	0	0	0	0.978195629681652	0	6.69488019279919	1.29278174922785	0	0.485426827170242	0	2.51096191927738	3.26603689399532	0	0.367371065648529	0	1.02856915219677	0	0	0	0	0	0.27500704749987	0	0	0	0	0	0	0	2.63226821549951	0
GTEX-ZVT3-0011-R5a-SM-51MSI	GTEX-ZVT3-0011-R5a-SM-51MSI	Brain	Brain - Caudate (basal ganglia)	Normal2	0	0.367371065648529	0	0	0.298658315564515	0.475084882948783	0.111031312388744	1.15055967657538	0	0.189033824390017	0	0	0	6.43646170318241	1.08406426478847	0.22650852980868	0.475084882948783	0.150559676575381	2.98367769469807	3.22187708107703	0	0.389566811762726	0	1.04264433740849	0	0	0	0	0.137503523749935	0.704871964456353	0	0.250961573533219	0.400537929583729	0	0	0	0.37851162325373	2.53605290024021	0
GTEX-ZVZQ-0011-R5b-SM-57WDC	GTEX-ZVZQ-0011-R5b-SM-57WDC	Brain	Brain - Caudate (basal ganglia)	Normal2	0	0.31034012061215	0	0	0.0285691521967709	0.613531652917927	0.20163386116965	0.565597175854225	0	0	0	0.823749360308273	0	7.10747864662662	1.4594316186373	1.32192809488736	0	0.137503523749935	4.70873904135958	3.92694824794977	0	0.545968369105293	0	1.4905701304462	0	0	0	0.16349873228288	0	0.632268215499513	0	0.495695162624069	0.250961573533219	0	0	0	0	2.24488705912353	0
GTEX-ZXG5-0011-R5b-SM-57WBN	GTEX-ZXG5-0011-R5b-SM-57WBN	Brain	Brain - Caudate (basal ganglia)	Normal2	0	0.765534746362977	0	0	0.356143810225275	0.367371065648529	0.0565835283663675	0.659924558402378	0.16349873228288	0.0976107966264223	0	0.298658315564515	0	6.71011763204345	1.6915341649192	0.799087306074004	0.871843648509318	0.0565835283663675	4.45088131527337	3.89530262133331	0	0.55581615506164	0	1.23266075679027	0	0	0	0	0.150559676575381	0.443606651475615	0	0	0.613531652917927	0	0	0	0	2.67355642399014	0
GTEX-11GSP-0011-R11b-SM-5NQ7V	GTEX-11GSP-0011-R11b-SM-5NQ7V	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	1.31614574229336	0	4.91647664443772	1.0703893278914	2.99276843076892	0	0	0.75702324650746	4.2364926183813	0	0.863938450423971	0	1.47508488294878	0	0	0	0	0	0.650764559116902	0	0.807354922057604	1.06350294230616	0	0	0	0	1.77820857639809	0
GTEX-11H98-0011-R11b-SM-5NQ6U	GTEX-11H98-0011-R11b-SM-5NQ6U	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0.286881147788162	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	4.95930648975966	1.95233356636969	3.19377174339668	1.22032995487956	0	0.344828496997441	4.54905302933729	0	0.475084882948783	0	1.59931779369823	3.87085786436376	0	0	0.070389327891398	0	2.03210084316702	0	1.13750352374994	1.24488705912353	0	0	0	0	0	0.20163386116965
GTEX-11OF3-0011-R11a-SM-57WCR	GTEX-11OF3-0011-R11a-SM-57WCR	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0.0565835283663675	0	0	0.0426443374084937	0	0	0	0	0	2.34766565630097	2	3.51096191927738	1.19534759832222	0.16349873228288	0	4.29057185085208	0	1.23266075679027	0	1.70043971814109	2.23266075679027	0	0	0	0.298658315564515	1.42223300068305	0.150559676575381	0.978195629681652	1.23266075679027	0	0	0	0	0.137503523749935	0
GTEX-11WQC-0011-R11b-SM-57WD6	GTEX-11WQC-0011-R11b-SM-57WD6	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0.31034012061215	0	2.92409988564074	1.0703893278914	1.22650852980868	0.632268215499513	0	0	3.95698592461258	0	0.344828496997441	0	1.13750352374994	0	0	0	0	0.250961573533219	0.641546029087524	0	0.432959407276106	0.214124805352847	0	0	0	0	0.970853654340484	0.137503523749935
GTEX-11ZUS-0011-R11b-SM-5BC7B	GTEX-11ZUS-0011-R11b-SM-5BC7B	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0.176322772640463	0	0.0426443374084937	0	0	0	0.263034405833794	0	0	0	2.0036022366802	2.10433665981474	2.95977015521147	1.89141918684608	0.545968369105293	0	4.15137177625395	0	0.55581615506164	0	1.15055967657538	0	0	0	0	0	0.641546029087524	0	1.02856915219677	0.443606651475615	0	0	0	0	1.38404980679516	0.176322772640463
GTEX-12126-0011-R11a-SM-5BC6X	GTEX-12126-0011-R11a-SM-5BC6X	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0.189033824390017	0	0	0	0	0	0	1.25701061820602	0	4.35825558670513	1.77820857639809	2.65764000520782	1.70487196445635	0.0976107966264223	0	4.31831684133498	0	0.526068811667588	0	1.65535182861255	0	0	0	0	0.575312330687437	1.51601514700366	0	1.23878685958712	0.321928094887362	0	0	0	0.799087306074004	1.54596836910529	0
GTEX-12WSC-0011-R11a-SM-5GU5J	GTEX-12WSC-0011-R11a-SM-5GU5J	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0.124328135002202	0	0	0.0565835283663675	0	0.0143552929770701	0	0	0	2.14404636961671	2.49569516262407	3.78555055173926	2.15704371014558	0.22650852980868	0	3.28392177230762	0	0.443606651475615	0	1.35614381022528	3.52230689287139	0	0	0	0	1	0	0.505890929729957	0	0	0	0.344828496997441	0	0.150559676575381	0
GTEX-12WSE-0011-R11b-SM-5P9JW	GTEX-12WSE-0011-R11b-SM-5P9JW	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0.124328135002202	0.0840642647884745	0.613531652917927	0	0.137503523749935	0	0	0	2.51096191927738	2.25398926623079	3.82068956055921	1.90689059560852	0.443606651475615	0	4.47638168756724	0	1.0071955014042	0	2.0036022366802	0	0	0	0.871843648509318	0.238786859587116	1.90303827011291	0	1.21412480535285	0.356143810225275	0	0	0	0	0	0.150559676575381
GTEX-12WSF-0011-R11a-SM-5LZVT	GTEX-12WSF-0011-R11a-SM-5LZVT	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0.150559676575381	0	0	0.070389327891398	0	0	0	0	0	0.16349873228288	0	0	0	2.98550043030489	1.64154602908752	1.63691458035588	0	0	0.321928094887362	3.93262815702213	0	0.16349873228288	0	0.978195629681652	0	0	0	0	0	0.55581615506164	0	0.659924558402378	0	0	0	0	0	1.4276061727819	0.176322772640463
GTEX-12WSH-0011-R11a-SM-5LZVM	GTEX-12WSH-0011-R11a-SM-5LZVM	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0.137503523749935	0	0	0	0	0	0	0	2.86195536414487	1.48026512205446	1.40599235967584	0	0	0.389566811762726	3.94392132655349	0	0.137503523749935	0	1.15704371014558	0	0	0	0	0	0.321928094887362	0	0.75702324650746	0	0	0	0	0	0	0
GTEX-12WSI-0011-R11b-SM-5P9EZ	GTEX-12WSI-0011-R11b-SM-5P9EZ	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0.0426443374084937	0.150559676575381	0	0.214124805352847	0	0	0	0.871843648509318	0	2.24792751344359	1.72246602447109	2.43562859405209	0.807354922057604	0.070389327891398	0.150559676575381	4.09508049190141	0	0.464668267003444	0	1.32192809488736	0	0	0	0	0	1.790772037862	0.189033824390017	0.739848102699327	0.594548549550354	0	0	0	0	0	0.124328135002202
GTEX-12WSM-0011-R11a-SM-5DUX8	GTEX-12WSM-0011-R11a-SM-5DUX8	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0.214124805352847	0	0	0	0	0	0	0.176322772640463	0	0	0	1.38956681176273	0	4.41818994794577	1.60880924267552	3.36176835941915	0	0.22650852980868	0	4.43095427138573	0	0.356143810225275	0	1.50589092972996	2.55826763405574	0	0	0	0.344828496997441	1.25096157353322	0	1.67807190511264	1.16349873228288	0	0	0	0	0	0
GTEX-12ZZX-0011-R11a-SM-5DUVJ	GTEX-12ZZX-0011-R11a-SM-5DUVJ	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0.176322772640463	0	0	0	0	0	1.07724299893246	0	4.18348651445939	2.03562390973072	3.77820857639809	1.36737106564853	0.475084882948783	0	4.44890095114513	0	1.0496307677246	0	1.790772037862	0	0	0	0.545968369105293	0	1.66448284036468	0	1.73552217729654	1.51096191927738	0	0	0	0	1.46466826700344	0
GTEX-12ZZZ-0011-R11a-SM-5EGLC	GTEX-12ZZZ-0011-R11a-SM-5EGLC	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0.0565835283663675	0	0.070389327891398	0	0	0	1.76977173924945	0	2.44095219802964	1.19534759832222	3.81044310384517	0	0.356143810225275	0	3.76128527336162	0	0.66902676550963	0	1.62293035092018	0	0	0	0	0	1.17632277264046	0	1.13750352374994	0.432959407276106	0	0	0.20163386116965	0	0.111031312388744	0.0840642647884745
GTEX-1313W-0011-R11a-SM-5DUXN	GTEX-1313W-0011-R11a-SM-5DUXN	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0	0.16349873228288	0	0	0	0	0	0	2.25398926623079	1.82374936030827	1.23878685958712	1.26903314645524	0	0	3.87381319835909	0	0.214124805352847	0	0.985500430304885	0	0	0.150559676575381	0.31034012061215	0.613531652917927	1.23878685958712	0	0.773996325111173	0.367371065648529	0	0	0	0.84799690655495	1.80322703643493	0
GTEX-131XH-0011-R11a-SM-5EGLN	GTEX-131XH-0011-R11a-SM-5EGLN	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0.0143552929770701	0	3.84799690655495	2.58736499093646	3.75488750216347	2.26603689399532	0.150559676575381	0	4.72900887033786	0	1.26903314645524	0	2.32192809488736	3.36597242759338	0	0	0	0.298658315564515	2.37016428054021	0.298658315564515	1.4276061727819	0.948600847493356	0	0.526068811667588	0	0.687060688339892	1.05658352836637	0.176322772640463
GTEX-131XW-0011-R11a-SM-5DUV9	GTEX-131XW-0011-R11a-SM-5DUV9	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0.0285691521967709	0	0	0	0	0.0840642647884745	0	0.0426443374084937	0	0	0	2.01435529297707	0.613531652917927	0.0976107966264223	0.16349873228288	0	0	2.61588707391606	0	0.150559676575381	0	0.464668267003444	0	0	0	0	0.22650852980868	0.20163386116965	0	0	0	0	0	0	0.604071323668861	2.43295940727611	0
GTEX-131YS-0011-R11b-SM-5EGLM	GTEX-131YS-0011-R11b-SM-5EGLM	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0.111031312388744	0.070389327891398	0.0426443374084937	0	0	0.176322772640463	0	0	0	3.58135124716878	2.25701061820602	3.54843662469604	2.0496307677246	0.53605290024021	0	4.37712374912949	0	0.879705766282288	0	1.98550043030488	0	0	0	0	0.84799690655495	0.704871964456353	0.176322772640463	1.87184364850932	1.01435529297707	0	0.344828496997441	0	0	0	0
GTEX-132Q8-0011-R11b-SM-5DUW9	GTEX-132Q8-0011-R11b-SM-5DUW9	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0.137503523749935	0.070389327891398	0.20163386116965	0	0	0	0	0.286881147788162	2.53356334821451	1.37295209791183	0.604071323668861	0	0	0	3.27052894238072	0	0.298658315564515	0	1.06350294230616	0	0	0	0	0	0.575312330687437	0	0.443606651475615	0.66902676550963	0	0	0	0	0.189033824390017	0
GTEX-1399T-0011-R11a-SM-5J2O1	GTEX-1399T-0011-R11a-SM-5J2O1	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0.250961573533219	0	0.0840642647884745	0	0	0	0	0	0	1.65992455840238	0	2.92409988564074	0.918386234446348	2.75274859140713	0.286881147788162	0.0976107966264223	0	4.4594316186373	0	0.594548549550354	0	1.27500704749987	0	0	0	0	0	1.48542682717024	0	1	0	0	0	0	0	0	0
GTEX-139TT-0011-R11b-SM-5LZV1	GTEX-139TT-0011-R11b-SM-5LZV1	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0.16349873228288	0	0	0	0	0	0	0.111031312388744	0	1.82781902461732	0	2.9429835981871	0.0143552929770701	2.27798474729977	0	0.0840642647884745	0.238786859587116	4.21878116778407	0	0.505890929729957	0	1.07724299893246	0	0	0	0	0	1.30451104180995	0	0.422233000683048	0.464668267003444	0	0	0	0	2.44890095114513	0.20163386116965
GTEX-139UW-0011-R11a-SM-5IJGN	GTEX-139UW-0011-R11a-SM-5IJGN	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0.0840642647884745	0	0.0840642647884745	0	0	0.0840642647884745	0	0	0	4.3743439890385	0.739848102699327	0.0426443374084937	0.286881147788162	0	0.678071905112638	2.90496571868403	0	0.0565835283663675	0	0.839959587489532	0	0	0	0	0.31034012061215	0.464668267003444	0	0.111031312388744	0.070389327891398	0	0	0	0	1.98185265328974	0.0565835283663675
GTEX-13CF2-0011-R11b-SM-5LZXO	GTEX-13CF2-0011-R11b-SM-5LZXO	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0.31034012061215	0	0	0	0	0	0.250961573533219	0	0	0	0	0	4.00180224263399	1.97819562968165	2.02856915219677	1.39506279951758	0	0.27500704749987	4.44228003525258	0	0	0	1.16992500144231	0	0	0	0.400537929583729	0.356143810225275	1.52105073690096	0	1.17632277264046	0.985500430304885	0	0	0	0	1.09761079662642	0
GTEX-13CZV-0011-R11b-SM-5N9FN	GTEX-13CZV-0011-R11b-SM-5N9FN	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	3.17472598770613	1.02147972741045	0.27500704749987	0	0	0.37851162325373	3.54596836910529	0	0.20163386116965	0	0.903038270112912	3.28835856219366	0	0	0	0.176322772640463	0.739848102699327	0	0	0.111031312388744	0	0	0	0	1.56071495447448	0
GTEX-13FHO-0011-R11b-SM-5LZYQ	GTEX-13FHO-0011-R11b-SM-5LZYQ	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0.31034012061215	0	0	0	0	0	0	0	0	0	0	0.948600847493356	0	3.87085786436376	1.37295209791183	2.50080205305716	0	0	0.464668267003444	4.93215568443206	0	0	0	1.73552217729654	0	0	0	0	0.475084882948783	2.39780296186249	0	1.44890095114513	0	0	0	0	0	0	0.263034405833794
GTEX-13FHP-0011-R11b-SM-5LZXP	GTEX-13FHP-0011-R11b-SM-5LZXP	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0.070389327891398	0.070389327891398	0	0.137503523749935	0.27500704749987	0	0	0	0.650764559116902	0	2.78031009904338	1.55090066464752	2.50589092972996	1.0071955014042	0	0	4.38335869538511	0	0.286881147788162	0	1.20789285164133	2.94860084749336	0	0	0	0	1.02147972741045	0	0.910732661902913	0	0	0	0	0.790772037862	1.61823865559545	0.189033824390017
GTEX-13FLV-0011-R11a-SM-5LZZ7	GTEX-13FLV-0011-R11a-SM-5LZZ7	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0.22650852980868	0	0	0	0	0	0.575312330687437	0	4.20398416585599	0.978195629681652	0	0.356143810225275	0	0	4.03913839390696	0	0	0	1.28688114778816	0	0	0	0	0.613531652917927	0.321928094887362	0	0.782408564927373	0	0	0	0	0.839959587489532	1.99276843076892	0.189033824390017
GTEX-13FTY-0011-R11a-SM-5IJEA	GTEX-13FTY-0011-R11a-SM-5IJEA	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0.0285691521967709	0.0426443374084937	0	0	0.0565835283663675	0	1.44360665147561	0	3.40735275114004	0.613531652917927	2.28392177230762	0.286881147788162	0	0	4.22804904788446	0	0.495695162624069	0	1.41683974191283	2.38956681176273	0	0	0	0	0.748461233004036	0	0.773996325111173	0	0	0	0	0	0.687060688339892	0
GTEX-13FXS-0011-R11a-SM-5L3DM	GTEX-13FXS-0011-R11a-SM-5L3DM	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0.137503523749935	0	0	0	0	0	0	0	4.14159627838382	1.97819562968165	2.33342373372519	0.790772037862	0	0	4.43229133824778	0	0.687060688339892	0	1.49569516262407	2.92599941855622	0	0	0.790772037862	0.321928094887362	1.23266075679027	0.150559676575381	0.31034012061215	0.839959587489532	0	0	0	0	0	0
GTEX-13G51-0011-R11b-SM-5J2NE	GTEX-13G51-0011-R11b-SM-5J2NE	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0.16349873228288	0	0	0	0.0976107966264223	0	0	0	3.34198574722862	1.76977173924945	1.25096157353322	0.505890929729957	0	0	4.18903382439002	0	0.526068811667588	0	1.31034012061215	0	0	0	0	0.344828496997441	1.07724299893246	0	0.6959938131099	0	0	0	0	0	0	0
GTEX-13JUV-0011-R11a-SM-5LZYH	GTEX-13JUV-0011-R11a-SM-5LZYH	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0.27500704749987	0	0	0	0.111031312388744	0	0	0	0	0	0.815575428862573	0	4.05050169744673	1.7311832415722	1.61823865559545	0	0.0840642647884745	0.286881147788162	4.20476675065461	0	0.526068811667588	0	1.25701061820602	0	0	0	0.485426827170242	0	1.39506279951758	0	0	0.263034405833794	0	0	0	0	0	0
GTEX-13JVG-0011-R11a-SM-5KM53	GTEX-13JVG-0011-R11a-SM-5KM53	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0.31034012061215	0	0	0	0	0	0	0	0	1.14404636961671	0	4.22187708107703	1.1243281350022	1.95977015521147	0	0	0	4.74469931420784	0	0.687060688339892	0	1.56071495447448	0	0	0	0	1.50080205305716	1.71369581484336	0.176322772640463	1.13750352374994	1.38404980679516	0	0	0	0	0	0.22650852980868
GTEX-13N2G-0011-R11a-SM-5MR3F	GTEX-13N2G-0011-R11a-SM-5MR3F	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0.214124805352847	0	0	0	0	0	0	0	0	0.790772037862	0	4.5033487351675	1.70487196445635	2.38956681176273	1.14404636961671	0	0	4.48349335128439	0	0.823749360308273	0	1.47508488294878	0	0	0	0	0.584962500721156	0.526068811667588	0.150559676575381	0.84799690655495	0.815575428862573	0	0	0	0	0.27500704749987	0
GTEX-13NYB-0011-R11a-SM-5KM3Q	GTEX-13NYB-0011-R11a-SM-5KM3Q	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0.111031312388744	0.111031312388744	0	0	0.189033824390017	0.16349873228288	0	0.0426443374084937	0	1.42223300068305	0	2.77820857639809	0.941106310946431	3.01077983875324	0	0.321928094887362	0	4.27798474729977	0	0.985500430304885	0	1.59931779369823	4.114367024952	0	0	0	0	1.34482849699744	0	1.44890095114513	1.09085343045111	0	0.367371065648529	0	0	0	0.20163386116965
GTEX-13NYS-0011-R11b-SM-5MR4P	GTEX-13NYS-0011-R11b-SM-5MR4P	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0	0.16349873228288	0	0	0	0	0	0	0	4.5795422249369	1.98550043030488	1.9560566524124	0.286881147788162	0.0976107966264223	0.22650852980868	4.40190347160796	0	0.333423733725192	0	1.58014548442338	0	0	0	0.545968369105293	0	0.495695162624069	0.176322772640463	0.956056652412403	0.505890929729957	0	0	0	0	0.823749360308273	0.37851162325373
GTEX-13NZA-0011-R11b-SM-5KM4W	GTEX-13NZA-0011-R11b-SM-5KM4W	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0.22650852980868	0	0	0.111031312388744	0	0	0	0.321928094887362	0	2.29278174922785	1.21412480535285	1.37851162325373	0.321928094887362	0.22650852980868	0.176322772640463	3.71479501111816	0	0.286881147788162	0	0.887525270741587	2.4276061727819	0	0	0	0.250961573533219	0.485426827170242	0	0.367371065648529	0.443606651475615	0	0	0	0	2.19534759832222	0
GTEX-13O3O-0011-R11b-SM-5KM4G	GTEX-13O3O-0011-R11b-SM-5KM4G	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0.124328135002202	0	0	0	0	0.137503523749935	0	0	0	0	0	1.4541758931858	0	4.16591193893569	0.831877241191673	2.98185265328974	0	0.333423733725192	0.27500704749987	4.23342794374847	0	0.464668267003444	0	1.24488705912353	0	0	0	0	0.321928094887362	2.30158764660319	0	1.01435529297707	0.422233000683048	0	0	0	0	0.389566811762726	0.344828496997441
GTEX-13O3Q-0011-R11b-SM-5KM2W	GTEX-13O3Q-0011-R11b-SM-5KM2W	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0.150559676575381	0	0	0	0	0	0	1.42223300068305	0	2.60169651648096	1.38404980679516	3.08236196955747	0	0.111031312388744	0	4.4905701304462	0	0.748461233004036	0	1.6507645591169	2.31903981556254	0	0	0	0	1.38404980679516	0.298658315564515	0.941106310946431	0.189033824390017	0	0	0	0	1.31034012061215	0.176322772640463
GTEX-13OVH-0011-R11b-SM-5KM4X	GTEX-13OVH-0011-R11b-SM-5KM4X	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0.124328135002202	0	0	0.344828496997441	0	0.0143552929770701	0	1.41142624572647	0	4.14893410452634	1.58014548442338	2.84197311892718	0	0	0	4.65019012349677	0	0.632268215499513	0	1.42223300068305	0	0	0	0	0.321928094887362	1.38956681176273	0.16349873228288	1.56559717585423	0.933572638261024	0	0	0	0	0.713695814843359	0
GTEX-13OVJ-0011-R11a-SM-5P9H8	GTEX-13OVJ-0011-R11a-SM-5P9H8	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0.124328135002202	0	0.124328135002202	0	0	0	0	0	0	5.04832338653781	1.67807190511264	1.81147103052984	1.28688114778816	0.0840642647884745	1.0071955014042	4.95977015521147	0	0.765534746362977	0	1.80322703643493	2.3533232911629	0	0	0	0.84799690655495	1.43829285157915	0.124328135002202	1.74416109557041	0.475084882948783	0	0	0	0	2.08065766334523	0.150559676575381
GTEX-13OVL-0011-R11b-SM-5L3G7	GTEX-13OVL-0011-R11b-SM-5L3G7	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0.176322772640463	0	0.189033824390017	0	0	0	0	0	2.07382023329167	0	3.32912359629157	0.0143552929770701	3.37295209791183	0.150559676575381	0.704871964456353	0	4.25398926623079	0	1.06350294230616	0	1.70487196445635	0	0	0	0	0	1.70043971814109	0.150559676575381	0.839959587489532	0.918386234446348	0	0	0	0	1.36737106564853	0.176322772640463
GTEX-13OW5-0011-R11b-SM-5L3GG	GTEX-13OW5-0011-R11b-SM-5L3GG	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0.111031312388744	0	0	0.31034012061215	0	0	0	1.37295209791183	0	3.94860084749336	1.70043971814109	3.31614574229336	0	0.516015147003665	0	4.42021289061078	0	1.13093086982645	0	1.97085365434048	0	0	0	0.713695814843359	0.443606651475615	1.09085343045111	0	0	1.35049724708413	0	0	0	0	0	0
GTEX-13OW6-0011-R11a-SM-5L3H2	GTEX-13OW6-0011-R11a-SM-5L3H2	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0.111031312388744	0	0.070389327891398	0	0	0.0840642647884745	0	0.575312330687437	0	3.62293035092018	1.91838623444635	2.83995958748953	0	0.0976107966264223	0	4.44757919654888	0	0.250961573533219	0	1.71369581484336	0	0	0	0	0.298658315564515	1.11103131238874	0.150559676575381	0.807354922057604	0	0	0	0	0	1.26903314645524	0
GTEX-13OW7-0011-R11a-SM-5O9DY	GTEX-13OW7-0011-R11a-SM-5O9DY	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0.150559676575381	0	0	0	0	0	0	0.0143552929770701	0	0.214124805352847	0	3.35614381022528	1.74846123300404	2.25398926623079	1.18269229751619	0.0565835283663675	0.137503523749935	4.03298241669943	0	0.250961573533219	0	1.19534759832222	3.47248777146274	0	0	0	0	1.13093086982645	0	0.815575428862573	0.31034012061215	0	0	0	0	0	0
GTEX-13OW8-0011-R11a-SM-5L3GT	GTEX-13OW8-0011-R11a-SM-5L3GT	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0.124328135002202	0	0	0	0	0.070389327891398	0.124328135002202	0	0	0	0.687060688339892	0	3.76234881564413	1.38956681176273	2.28095631383106	0	0.16349873228288	0.432959407276106	3.91169158187234	0	0.356143810225275	0	1.28688114778816	0	0	0	0.150559676575381	0.31034012061215	1.37295209791183	0	0	0.286881147788162	0	0	0	0	0.855989697308481	0
GTEX-13PLJ-0011-R11b-SM-5O9BS	GTEX-13PLJ-0011-R11b-SM-5O9BS	Brain	Brain - Cerebellar Hemisphere	Cerebellum	0	0	0	0	0.0426443374084937	0	0.0426443374084937	0	0	0.0565835283663675	0	0.0143552929770701	0	3.26002565596146	1.06350294230616	0.933572638261024	0.333423733725192	0	0.37851162325373	3.41278152533848	0	0.124328135002202	0	0.879705766282288	0	0	0.0565835283663675	0	0.16349873228288	0.75702324650746	0	0.37851162325373	0.111031312388744	0	0	0	0	2.4276061727819	0
